auroc,auprc,brier_score,sensitivity,specificity,ppv,npv,f1,threshold,tp,fp,tn,fn,n_total,n_positive,event_rate,alert_count,manual_review_count,stage,group_col,group_value,sensitivity_gap_vs_overall,auroc_gap_vs_overall,brier_gap_vs_overall,unstable_estimate
0.7254761904761905,0.5201907377304115,0.17941279612656028,0.1,0.9833333333333333,0.7,0.7375,0.175,0.49626415393692785,7,3,177,63,250,70,0.28,12,77,t6,sofa_quartile,q1_lowest,-0.4452380952380952,-0.0590845648604269,-0.004769468140959798,False
0.7619260584376862,0.6121154118394476,0.17670767716643415,0.3333333333333333,0.9011627906976745,0.6046511627906976,0.748792270531401,0.4297520661157025,0.49626415393692785,26,17,155,52,250,78,0.312,49,73,t6,sofa_quartile,q2,-0.21190476190476187,-0.02263469689893116,-0.007474587101085922,False
0.7563461538461539,0.7340084567232638,0.19781405664600432,0.6083333333333333,0.8307692307692308,0.7684210526315789,0.6967741935483871,0.6790697674418604,0.49626415393692785,73,22,108,47,250,120,0.48,97,83,t6,sofa_quartile,q3,0.0630952380952381,-0.02821460149046351,0.013631792378484248,False
0.7885338345864662,0.843285558238076,0.1827945271310816,0.8092105263157895,0.5714285714285714,0.7454545454545455,0.6588235294117647,0.7760252365930599,0.49626415393692785,123,42,56,29,250,152,0.608,161,60,t6,sofa_quartile,q4_highest,0.2639724310776943,0.003973079249848799,-0.0013877371364384716,False
0.7881203906717162,0.6983930810517939,0.17545005308803538,0.4876847290640394,0.8959537572254336,0.7333333333333333,0.748792270531401,0.5857988165680473,0.49626415393692785,99,36,310,104,549,203,0.3697632058287796,138,168,t6,transfused_label,no,-0.057553366174055764,0.003559635335098843,-0.008732211179484695,False
0.7706683997006578,0.7667156095984758,0.19481194040396596,0.5990783410138248,0.7948717948717948,0.7303370786516854,0.6813186813186813,0.6582278481012658,0.49626415393692785,130,48,186,87,451,217,0.4811529933481153,181,125,t6,transfused_label,yes,0.053840245775729656,-0.013892355635959586,0.010629676136445887,False
0.7912124089901869,0.6791649792140331,0.1669818696643215,0.37948717948717947,0.9333333333333333,0.7326732673267327,0.7575150300601202,0.5,0.49626415393692785,74,27,378,121,600,195,0.325,122,176,t12,asa_band,asa_1_2,-0.2395604395604396,-0.03569645800488708,0.0007434197468950132,False
0.8347129270870024,0.8324599139462763,0.16572807614240323,0.8137254901960784,0.7005988023952096,0.7685185185185185,0.7548387096774194,0.7904761904761904,0.49626415393692785,166,50,117,38,371,204,0.5498652291105122,217,99,t12,asa_band,asa_3,0.19467787114845936,0.007804060091928466,-0.0005103737750232484,False
0.7619047619047619,0.877513148430211,0.15738661620696426,0.9523809523809523,0.5,0.8333333333333334,0.8,0.8888888888888888,0.49626415393692785,20,4,4,1,29,21,0.7241379310344828,24,5,t12,asa_band,asa_4_plus,0.33333333333333326,-0.06500410509031207,-0.00885183371046222,True
0.8179448621553884,0.7571764518276588,0.16450182683817124,0.58,0.8822055137844611,0.7552083333333334,0.7702407002188184,0.6561085972850679,0.49626415393692785,145,47,352,105,649,250,0.3852080123266564,209,162,t12,blood_loss_missing_label,measured,-0.03904761904761911,-0.008964004839685513,-0.001736623079255234,False
0.8325316867078323,0.8038774701107613,0.1694494709386134,0.6764705882352942,0.8121546961325967,0.7718120805369127,0.7277227722772277,0.7210031347962382,0.49626415393692785,115,34,147,55,351,170,0.4843304843304843,154,118,t12,blood_loss_missing_label,missing,0.05742296918767509,0.0056228197127583535,0.0032110210211869217,False
