auroc,auprc,brier_score,sensitivity,specificity,ppv,npv,f1,threshold,tp,fp,tn,fn,n_total,n_positive,event_rate,alert_count,manual_review_count,stage,group_col,group_value,sensitivity_gap_vs_overall,auroc_gap_vs_overall,brier_gap_vs_overall,unstable_estimate
0.6502560918826633,0.5208118930715575,0.19178470510800946,0.2647058823529412,0.9577836411609498,0.7377049180327869,0.7438524590163934,0.38961038961038963,0.49626415393692785,45,16,363,125,549,170,0.30965391621129323,61,143,t0,has_notes_x_admission_urgency,with_notes+elective,-0.24719887955182068,-0.07357395737842032,-0.010714790104136118,False
0.64,0.7395876552338366,0.2268988628950755,0.7571428571428571,0.35555555555555557,0.6463414634146342,0.48484848484848486,0.6973684210526315,0.49626415393692785,53,29,16,17,115,70,0.6086956521739131,82,30,t0,has_notes_x_admission_urgency,with_notes+emergency,0.24523809523809526,-0.08383004926108362,0.024399367682929912,False
0.5896103896103897,0.5089623629240252,0.2430013732567016,0.18181818181818182,0.8857142857142857,0.5,0.6326530612244898,0.26666666666666666,0.49626415393692785,4,4,31,18,57,22,0.38596491228070173,8,30,t0,has_notes_x_surgery_type,no_notes+abdominal,-0.33008658008658004,-0.13421965965069393,0.04050187804455602,False
0.646358543417367,0.865588404723258,0.16626858331474642,0.9901960784313726,0.03571428571428571,0.7890625,0.5,0.8782608695652174,0.49626415393692785,101,27,1,1,130,102,0.7846153846153846,128,2,t0,has_notes_x_surgery_type,no_notes+cardiac,0.4782913165266107,-0.07747150584371665,-0.03623091189739916,False
0.5923753665689149,0.4323488623449284,0.18668179793723705,0.18181818181818182,0.9354838709677419,0.5,0.7631578947368421,0.26666666666666666,0.49626415393692785,2,2,29,9,42,11,0.2619047619047619,4,22,t0,has_notes_x_surgery_type,no_notes+orthopaedic,-0.33008658008658004,-0.13145468269216876,-0.015817697274908532,True
0.5175627240143369,0.4769475261167819,0.2599036752803899,0.2222222222222222,0.7903225806451613,0.43478260869565216,0.5833333333333334,0.29411764705882354,0.49626415393692785,10,13,49,35,107,45,0.4205607476635514,23,84,t0,has_notes_x_surgery_type,no_notes+vascular,-0.28968253968253965,-0.20626732524674674,0.0574041800682443,False
0.6744483530540454,0.5770337479781641,0.2112153973925,0.3018867924528302,0.943502824858757,0.7619047619047619,0.6929460580912863,0.43243243243243246,0.49626415393692785,32,10,167,74,283,106,0.3745583038869258,42,83,t0,has_notes_x_surgery_type,with_notes+abdominal,-0.21001796945193169,-0.04938169620703825,0.008715902180354423,False
0.6653426017874876,0.8150240664065023,0.17638895676097105,0.9811320754716981,0.15789473684210525,0.7647058823529411,0.75,0.859504132231405,0.49626415393692785,52,16,3,1,72,53,0.7361111111111112,68,4,t0,has_notes_x_surgery_type,with_notes+cardiac,0.46922731356693625,-0.05848744747359602,-0.02611053845117453,False
0.5565395969708639,0.3196564037393739,0.18040829492569402,0.08163265306122448,0.9559748427672956,0.36363636363636365,0.7715736040609137,0.13333333333333333,0.49626415393692785,4,7,152,45,208,49,0.23557692307692307,11,35,t0,has_notes_x_surgery_type,with_notes+orthopaedic,-0.4302721088435374,-0.16729045229021977,-0.022091200286451562,False
0.6367753623188406,0.4811642442818029,0.21172559053286255,0.3125,0.8260869565217391,0.45454545454545453,0.7215189873417721,0.37037037037037035,0.49626415393692785,10,12,57,22,101,32,0.31683168316831684,22,51,t0,has_notes_x_surgery_type,with_notes+vascular,-0.19940476190476186,-0.08705468694224305,0.00922609532071697,False
0.673076923076923,0.8938641261686441,0.13211182499303767,1.0,0.0,0.8387096774193549,0.0,0.9122807017543859,0.49626415393692785,52,10,0,0,62,52,0.8387096774193549,62,0,t0,no_notes_cardiac_emergency,no_notes+cardiac+emergency,0.48809523809523814,-0.05075312618416061,-0.07038767021910791,False
0.6971395881006865,0.6269231369441737,0.20715198514134034,0.4429347826086957,0.8578947368421053,0.6680327868852459,0.7046109510086456,0.5326797385620915,0.49626415393692785,163,81,489,205,938,368,0.39232409381663114,244,311,t0,no_notes_cardiac_emergency,other,-0.06896997929606619,-0.026690461160397083,0.004652489929194759,False
0.6928192819281929,0.531608005405473,0.19969830146417414,0.21212121212121213,0.9504950495049505,0.6774193548387096,0.7111111111111111,0.3230769230769231,0.49626415393692785,21,10,192,78,301,99,0.3289036544850498,40,93,t6,admission_urgency_x_surgery_type,elective+abdominal,-0.33311688311688303,-0.09174147340842453,0.015516037196654064,False
0.74765625,0.8638150589656672,0.17025266839570966,0.9375,0.28125,0.7653061224489796,0.6428571428571429,0.8426966292134831,0.49626415393692785,75,23,9,5,112,80,0.7142857142857143,95,15,t6,admission_urgency_x_surgery_type,elective+cardiac,0.3922619047619048,-0.03690450533661738,-0.013929595871810418,False
0.7411428571428571,0.4024713156502354,0.15616367116555208,0.02,0.9885714285714285,0.3333333333333333,0.7792792792792793,0.03773584905660377,0.49626415393692785,1,2,173,49,225,50,0.2222222222222222,8,55,t6,admission_urgency_x_surgery_type,elective+orthopaedic,-0.5252380952380952,-0.043417898193760296,-0.028018593101967998,False
0.6059659090909091,0.4562368128320372,0.20793966883566165,0.175,0.8977272727272727,0.4375,0.7053571428571429,0.25,0.49626415393692785,7,9,79,33,128,40,0.3125,17,74,t6,admission_urgency_x_surgery_type,elective+vascular,-0.3702380952380952,-0.17859484624570832,0.02375740456814157,False
0.5758620689655172,0.7516261811370321,0.22764706692202247,0.6896551724137931,0.5,0.8,0.35714285714285715,0.7407407407407407,0.49626415393692785,20,5,5,9,39,29,0.7435897435897436,25,9,t6,admission_urgency_x_surgery_type,emergency+abdominal,0.14441707717569796,-0.20869868637110023,0.043464802654502394,True
0.7048888888888889,0.8830813168241856,0.1199891621085644,1.0,0.0,0.8333333333333334,0.0,0.9090909090909091,0.49626415393692785,75,15,0,0,90,75,0.8333333333333334,87,3,t6,admission_urgency_x_surgery_type,emergency+cardiac,0.4547619047619048,-0.0796718664477285,-0.06419310215895567,False
0.7466666666666667,0.7404636591478696,0.19514964753760453,0.6,0.7333333333333333,0.6,0.7333333333333333,0.6,0.49626415393692785,6,4,11,4,25,10,0.4,8,10,t6,admission_urgency_x_surgery_type,emergency+orthopaedic,0.05476190476190479,-0.0378940886699507,0.010967383270084452,True
0.6467630421118794,0.6046824384314532,0.23369589568875618,0.6486486486486487,0.627906976744186,0.6,0.675,0.6233766233766234,0.49626415393692785,24,16,27,13,80,37,0.4625,39,34,t6,admission_urgency_x_surgery_type,emergency+vascular,0.1034105534105535,-0.137797713224738,0.049513631421236104,False
0.7595445985276493,0.7546989031194269,0.2022026214680655,0.5353535353535354,0.8050847457627118,0.6973684210526315,0.6737588652482269,0.6057142857142858,0.49626415393692785,53,23,95,46,217,99,0.45622119815668205,76,106,t6,has_notes_x_admission_urgency,no_notes+elective,-0.00988455988455983,-0.02501615680896807,0.018020357200545428,False
