auroc,auprc,brier_score,sensitivity,specificity,ppv,npv,f1,threshold,tp,fp,tn,fn,n_total,n_positive,event_rate,alert_count,manual_review_count,stage
0.7238300492610836,0.683901816466267,0.20249949521214558,0.5119047619047619,0.843103448275862,0.7026143790849673,0.7046109510086456,0.5922865013774105,0.49626415393692785,215,91,489,205,1000,420,0.42,306,311,t0
0.7845607553366174,0.7328984318682707,0.18418226426752007,0.5452380952380952,0.8551724137931035,0.731629392971246,0.7219796215429404,0.6248294679399727,0.49626415393692785,229,84,496,191,1000,420,0.42,319,293,t6
0.8269088669950739,0.7761816299039155,0.16623844991742648,0.6190476190476191,0.8603448275862069,0.7624633431085044,0.7572078907435509,0.683311432325887,0.49626415393692785,260,81,499,160,1000,420,0.42,363,280,t12
0.8593719211822659,0.8130007373875059,0.15077212572351947,0.7047619047619048,0.846551724137931,0.7688311688311689,0.7983739837398374,0.7354037267080745,0.49626415393692785,296,89,491,124,1000,420,0.42,411,250,t24
